city_town,Ward,Pct,State_Rep,State_Senate,US_House,Gov_Council
Norfolk,-,2,Ninth Norfolk,"Norfolk, Worcester & Middlesex",4,Second
Norfolk,-,3,Ninth Norfolk,"Norfolk, Worcester & Middlesex",4,Second
Norfolk,-,4,Ninth Norfolk,"Norfolk, Worcester & Middlesex",4,Second
North Adams,1,1,First Berkshire,"Berkshire, Hampden, Franklin & Hampshire",1,Eighth
North Adams,2,2,First Berkshire,"Berkshire, Hampden, Franklin & Hampshire",1,Eighth
North Adams,3,3,First Berkshire,"Berkshire, Hampden, Franklin & Hampshire",1,Eighth
North Adams,4,4,First Berkshire,"Berkshire, Hampden, Franklin & Hampshire",1,Eighth
North Adams,5,5,First Berkshire,"Berkshire, Hampden, Franklin & Hampshire",1,Eighth
North Andover,-,1,Fourteenth Essex,Second Essex and Middlesex,6,Fifth
North Andover,-,2,Fourteenth Essex,Second Essex and Middlesex,6,Fifth
North Andover,-,3,Fourteenth Essex,Second Essex and Middlesex,6,Fifth
North Andover,-,4,Fourteenth Essex,Second Essex and Middlesex,6,Fifth
North Andover,-,5,Fourteenth Essex,Second Essex and Middlesex,6,Fifth
North Andover,-,6,Fourteenth Essex,Second Essex and Middlesex,6,Fifth
North Andover,-,7,Eighteenth Essex,First Essex and Middlesex,6,Fifth
North Andover,-,8,Eighteenth Essex,First Essex and Middlesex,6,Fifth
North Attleborough,-,1,Fourteenth Bristol,Bristol and Norfolk,4,Second
North Attleborough,-,2,Fourteenth Bristol,Bristol and Norfolk,4,Second
North Attleborough,-,3,Fourteenth Bristol,Bristol and Norfolk,4,Second
North Attleborough,-,4,Fourteenth Bristol,Bristol and Norfolk,4,Second
North Attleborough,-,5,Fourteenth Bristol,Bristol and Norfolk,4,Second
North Attleborough,-,6,Fourteenth Bristol,Bristol and Norfolk,4,Second
North Attleborough,-,7,Fourteenth Bristol,Bristol and Norfolk,4,Second
North Attleborough,-,8,Fourteenth Bristol,Bristol and Norfolk,4,Second
North Attleborough,-,9,Fourteenth Bristol,Bristol and Norfolk,4,Second
North Brookfield,-,1,Fifth Worcester,Worcester & Hampshire,1,Seventh
North Reading,-,1,Twentieth Middlesex,First Essex and Middlesex,6,Fifth
North Reading,-,2,Twentieth Middlesex,First Essex and Middlesex,6,Fifth
North Reading,-,3,Twentieth Middlesex,First Essex and Middlesex,6,Fifth
North Reading,-,4,Twentieth Middlesex,First Essex and Middlesex,6,Fifth
Northampton,1,A,First Hampshire,"Hampshire, Franklin and Worcester",2,Eighth
Northampton,1,B,First Hampshire,"Hampshire, Franklin and Worcester",2,Eighth
Northampton,2,A,First Hampshire,"Hampshire, Franklin and Worcester",2,Eighth
Northampton,2,B,First Hampshire,"Hampshire, Franklin and Worcester",2,Eighth
Northampton,3,A,First Hampshire,"Hampshire, Franklin and Worcester",2,Eighth
Northampton,3,B,First Hampshire,"Hampshire, Franklin and Worcester",2,Eighth
Northampton,4,A,First Hampshire,"Hampshire, Franklin and Worcester",2,Eighth
Northampton,4,B,First Hampshire,"Hampshire, Franklin and Worcester",2,Eighth
Northampton,5,A,First Hampshire,"Hampshire, Franklin and Worcester",2,Eighth
Northampton,5,B,First Hampshire,"Hampshire, Franklin and Worcester",2,Eighth
Northampton,6,A,First Hampshire,"Hampshire, Franklin and Worcester",2,Eighth
Northampton,6,B,First Hampshire,"Hampshire, Franklin and Worcester",2,Eighth
Northampton,7,A,First Hampshire,"Hampshire, Franklin and Worcester",2,Eighth
Northampton,7,B,First Hampshire,"Hampshire, Franklin and Worcester",2,Eighth
Northborough,-,1,Nineteenth Worcester,First Worcester,2,Seventh
Northborough,-,2,Nineteenth Worcester,First Worcester,2,Seventh
Northborough,-,3,Nineteenth Worcester,First Worcester,2,Seventh
Northborough,-,4,Twelfth Worcester,First Worcester,2,Seventh
Northbridge,-,1,Ninth Worcester,Worcester & Hampden,2,Seventh
Northbridge,-,2,Ninth Worcester,Worcester & Hampden,2,Seventh
Northbridge,-,3,Ninth Worcester,Worcester & Hampden,2,Seventh
Northbridge,-,4,Ninth Worcester,Worcester & Hampden,2,Seventh
Northbridge,-,5,Ninth Worcester,Worcester & Hampden,2,Seventh
Northfield,-,1,Second Franklin,"Hampshire, Franklin and Worcester",2,Eighth
Norton,-,1,Fourth Bristol,Bristol and Norfolk,4,Second
Norton,-,2,Fourth Bristol,Bristol and Norfolk,4,Second
Norton,-,3,First Bristol,Bristol and Norfolk,4,Second
Norton,-,4,First Bristol,Bristol and Norfolk,4,Second
Norton,-,5,First Bristol,Bristol and Norfolk,4,Second
Norwell,-,1,Fifth Plymouth,First Plymouth & Norfolk,9,Fourth
Norwell,-,2,Fifth Plymouth,First Plymouth & Norfolk,9,Fourth
Norwell,-,3,Fourth Plymouth,First Plymouth & Norfolk,9,Fourth
Norwood,-,1,Twelfth Norfolk,Norfolk and Suffolk,8,Fourth
Norwood,-,2,Twelfth Norfolk,Norfolk and Suffolk,8,Fourth
Norwood,-,3,Twelfth Norfolk,Norfolk and Suffolk,8,Fourth
Norwood,-,4,Twelfth Norfolk,Norfolk and Suffolk,8,Fourth
Norwood,-,5,Twelfth Norfolk,Norfolk and Suffolk,8,Fourth
Norwood,-,6,Twelfth Norfolk,Norfolk and Suffolk,8,Fourth
Norwood,-,7,Twelfth Norfolk,Norfolk and Suffolk,8,Fourth
Norwood,-,8,Twelfth Norfolk,Norfolk and Suffolk,8,Fourth
Norwood,-,9,Twelfth Norfolk,Norfolk and Suffolk,8,Fourth
Oak Bluffs,-,1,"Barnstable, Dukes and Nantucket",Cape and Islands,9,First
Oakham,-,1,Fifth Worcester,Worcester & Hampshire,2,Seventh
Orange,-,1,Second Franklin,"Hampshire, Franklin and Worcester",2,Eighth
Orange,-,2,Second Franklin,"Hampshire, Franklin and Worcester",2,Eighth
Orleans,-,1,Fourth Barnstable,Cape and Islands,9,First
Orleans,-,2,Fourth Barnstable,Cape and Islands,9,First
Otis,-,1,Third Berkshire,"Berkshire, Hampden, Franklin & Hampshire",1,Eighth
Oxford,-,1,Eighteenth Worcester,Worcester & Hampden,1,Seventh
Oxford,-,2,Seventh Worcester,Worcester & Hampden,1,Seventh
Oxford,-,3,Seventh Worcester,Worcester & Hampden,1,Seventh
Oxford,-,4,Eighteenth Worcester,Worcester & Hampden,1,Seventh
Oxford,-,4A,Seventh Worcester,Worcester & Hampden,1,Seventh
Palmer,-,1,First Hampden,"Hampden, Hampshire & Worcester",1,Eighth
Palmer,-,2,First Hampden,"Hampden, Hampshire & Worcester",1,Eighth
Palmer,-,3,First Hampden,"Hampden, Hampshire & Worcester",1,Eighth
Palmer,-,4,First Hampden,"Hampden, Hampshire & Worcester",1,Eighth
Paxton,-,1,First Worcester,Worcester & Hampshire,2,Seventh
Peabody,1,1,Twelfth Essex,Second Essex,6,Fifth
Peabody,1,2,Twelfth Essex,Second Essex,6,Fifth
Peabody,1,3,Twelfth Essex,Second Essex,6,Fifth
Peabody,2,1,Twelfth Essex,Second Essex,6,Fifth
Peabody,2,2,Twelfth Essex,Second Essex,6,Fifth
Peabody,2,3,Twelfth Essex,Second Essex,6,Fifth
Peabody,3,1,Twelfth Essex,Second Essex,6,Fifth
Peabody,3,2,Twelfth Essex,Second Essex,6,Fifth
Peabody,3,3,Twelfth Essex,Second Essex,6,Fifth
Peabody,4,1,Twelfth Essex,Second Essex,6,Fifth
Peabody,4,2,Twelfth Essex,Second Essex,6,Fifth
Peabody,4,3,Twelfth Essex,Second Essex,6,Fifth
Peabody,5,1,Twelfth Essex,Second Essex,6,Fifth
Peabody,5,2,Twelfth Essex,Second Essex,6,Fifth
Peabody,5,3,Twelfth Essex,Second Essex,6,Fifth
Peabody,6,1,Thirteenth Essex,Second Essex,6,Fifth
Peabody,6,2,Thirteenth Essex,Second Essex,6,Fifth
Peabody,6,3,Thirteenth Essex,Second Essex,6,Fifth
Pelham,-,1,Seventh Hampden,"Hampshire, Franklin and Worcester",2,Eighth
Pembroke,-,1,Sixth Plymouth,Plymouth and Barnstable,9,First
Pembroke,-,2,Sixth Plymouth,Plymouth and Barnstable,9,First
Pembroke,-,3,Twelfth Plymouth,Plymouth and Barnstable,9,First
Pembroke,-,3A,Sixth Plymouth,Plymouth and Barnstable,9,First
Pembroke,-,4,Sixth Plymouth,Plymouth and Barnstable,9,First
Pembroke,-,5,Sixth Plymouth,Plymouth and Barnstable,9,First
Pepperell,-,1,First Middlesex,First Middlesex,3,Fifth
Pepperell,-,2,First Middlesex,First Middlesex,3,Fifth
Pepperell,-,3,First Middlesex,First Middlesex,3,Fifth
Pepperell,-,4,First Middlesex,First Middlesex,3,Fifth
Peru,-,1,First Berkshire,"Berkshire, Hampden, Franklin & Hampshire",1,Eighth
Petersham,-,1,Seventh Hampden,"Hampshire, Franklin and Worcester",2,Eighth
Phillipston,-,1,Second Franklin,Worcester & Hampshire,2,Seventh
Pittsfield,1,A,Second Berkshire,"Berkshire, Hampden, Franklin & Hampshire",1,Eighth
Pittsfield,1,B,Second Berkshire,"Berkshire, Hampden, Franklin & Hampshire",1,Eighth
Pittsfield,2,A,Second Berkshire,"Berkshire, Hampden, Franklin & Hampshire",1,Eighth
Pittsfield,2,B,Second Berkshire,"Berkshire, Hampden, Franklin & Hampshire",1,Eighth
Pittsfield,3,A,Second Berkshire,"Berkshire, Hampden, Franklin & Hampshire",1,Eighth
Pittsfield,3,B,Second Berkshire,"Berkshire, Hampden, Franklin & Hampshire",1,Eighth
Pittsfield,4,A,Second Berkshire,"Berkshire, Hampden, Franklin & Hampshire",1,Eighth
Pittsfield,4,B,Second Berkshire,"Berkshire, Hampden, Franklin & Hampshire",1,Eighth
Pittsfield,5,A,Second Berkshire,"Berkshire, Hampden, Franklin & Hampshire",1,Eighth
Pittsfield,5,B,Second Berkshire,"Berkshire, Hampden, Franklin & Hampshire",1,Eighth
Pittsfield,6,A,Second Berkshire,"Berkshire, Hampden, Franklin & Hampshire",1,Eighth
Pittsfield,6,B,Second Berkshire,"Berkshire, Hampden, Franklin & Hampshire",1,Eighth
Pittsfield,7,A,Second Berkshire,"Berkshire, Hampden, Franklin & Hampshire",1,Eighth
Pittsfield,7,B,Second Berkshire,"Berkshire, Hampden, Franklin & Hampshire",1,Eighth
Plainfield,-,1,First Hampshire,"Berkshire, Hampden, Franklin & Hampshire",1,Eighth
Plainville,-,1,Ninth Norfolk,"Norfolk, Worcester & Middlesex",4,Second
Plainville,-,2,Ninth Norfolk,"Norfolk, Worcester & Middlesex",4,Second
Plainville,-,3,Ninth Norfolk,"Norfolk, Worcester & Middlesex",4,Second
Plymouth,-,1,Twelfth Plymouth,Plymouth and Barnstable,9,First
Plymouth,-,10,First Plymouth,Plymouth and Barnstable,9,First
Plymouth,-,11,First Plymouth,Plymouth and Barnstable,9,First
Plymouth,-,12,First Plymouth,Plymouth and Barnstable,9,First
Plymouth,-,13,Twelfth Plymouth,Plymouth and Barnstable,9,First
Plymouth,-,14,First Plymouth,Plymouth and Barnstable,9,First
Plymouth,-,15,First Plymouth,Plymouth and Barnstable,9,First
Plymouth,-,16,First Plymouth,Plymouth and Barnstable,9,First
Plymouth,-,17,First Plymouth,Plymouth and Barnstable,9,First
Plymouth,-,18,First Plymouth,Plymouth and Barnstable,9,First
Plymouth,-,2,Twelfth Plymouth,Plymouth and Barnstable,9,First
Plymouth,-,3,Twelfth Plymouth,Plymouth and Barnstable,9,First
Plymouth,-,4,First Plymouth,Plymouth and Barnstable,9,First
Plymouth,-,5,Twelfth Plymouth,Plymouth and Barnstable,9,First
Plymouth,-,6,First Plymouth,Plymouth and Barnstable,9,First
Plymouth,-,7,First Plymouth,Plymouth and Barnstable,9,First
Plymouth,-,8,First Plymouth,Plymouth and Barnstable,9,First
Plymouth,-,9,First Plymouth,Plymouth and Barnstable,9,First
Plympton,-,1,Twelfth Plymouth,Plymouth and Barnstable,9,First
Princeton,-,1,First Worcester,Worcester & Hampshire,2,Seventh
Provincetown,-,1,Fourth Barnstable,Cape and Islands,9,First
Quincy,1,1,Second Norfolk,Norfolk and Plymouth,8,Fourth
Quincy,1,2,Second Norfolk,Norfolk and Plymouth,8,Fourth
Quincy,1,3,Second Norfolk,Norfolk and Plymouth,8,Fourth
Quincy,1,4,Second Norfolk,Norfolk and Plymouth,8,Fourth
Quincy,1,5,Second Norfolk,Norfolk and Plymouth,8,Fourth
Quincy,2,1,Third Norfolk,Norfolk and Plymouth,8,Fourth
Quincy,2,2,Third Norfolk,Norfolk and Plymouth,8,Fourth
Quincy,2,3,Third Norfolk,Norfolk and Plymouth,8,Fourth
Quincy,2,4,Third Norfolk,Norfolk and Plymouth,8,Fourth
Quincy,2,5,Third Norfolk,Norfolk and Plymouth,8,Fourth
Quincy,3,1,Second Norfolk,Norfolk and Plymouth,8,Fourth
Quincy,3,2,Second Norfolk,Norfolk and Plymouth,8,Fourth
Quincy,3,3,First Norfolk,Norfolk and Plymouth,8,Fourth
Quincy,3,4,First Norfolk,Norfolk and Plymouth,8,Fourth
Quincy,3,5,First Norfolk,Norfolk and Plymouth,8,Fourth
Quincy,4,1,First Norfolk,Norfolk and Plymouth,8,Fourth
Quincy,4,2,Second Norfolk,Norfolk and Plymouth,8,Fourth
Quincy,4,3,First Norfolk,Norfolk and Plymouth,8,Fourth
Quincy,4,4,Second Norfolk,Norfolk and Plymouth,8,Fourth
Quincy,4,5,Third Norfolk,Norfolk and Plymouth,8,Fourth
Quincy,5,1,Second Norfolk,Norfolk and Plymouth,8,Fourth
Quincy,5,1A,Third Norfolk,Norfolk and Plymouth,8,Fourth
Quincy,5,2,Second Norfolk,Norfolk and Plymouth,8,Fourth
Quincy,5,3,Second Norfolk,Norfolk and Plymouth,8,Fourth
Quincy,5,4,Second Norfolk,Norfolk and Plymouth,8,Fourth
Quincy,5,5,Second Norfolk,Norfolk and Plymouth,8,Fourth
Quincy,6,1,First Norfolk,Norfolk and Plymouth,8,Fourth
Quincy,6,2,First Norfolk,Norfolk and Plymouth,8,Fourth
Quincy,6,3,First Norfolk,Norfolk and Plymouth,8,Fourth
Quincy,6,4,First Norfolk,Norfolk and Plymouth,8,Fourth
Quincy,6,5,First Norfolk,Norfolk and Plymouth,8,Fourth
Randolph,-,1,Seventh Norfolk,Second Plymouth & Norfolk,7,Second
Randolph,-,10,Seventh Norfolk,"Norfolk, Plymouth & Bristol",7,Second
Randolph,-,11,First Norfolk,"Norfolk, Plymouth & Bristol",7,Second
Randolph,-,12,First Norfolk,"Norfolk, Plymouth & Bristol",7,Second
Randolph,-,2,Seventh Norfolk,Second Plymouth & Norfolk,7,Second
Randolph,-,3,Seventh Norfolk,Second Plymouth & Norfolk,7,Second
Randolph,-,4,Seventh Norfolk,"Norfolk, Plymouth & Bristol",7,Second
Randolph,-,5,Seventh Norfolk,"Norfolk, Plymouth & Bristol",7,Second
Randolph,-,6,Seventh Norfolk,"Norfolk, Plymouth & Bristol",7,Second
Randolph,-,7,First Norfolk,Second Plymouth & Norfolk,7,Second
Randolph,-,8,First Norfolk,Second Plymouth & Norfolk,7,Second
Randolph,-,9,Seventh Norfolk,"Norfolk, Plymouth & Bristol",7,Second
Raynham,-,1,Eighth Plymouth,Third Bristol & Plymouth,9,First
Raynham,-,2,Eighth Plymouth,Third Bristol & Plymouth,9,First
Raynham,-,2A,Eighth Plymouth,Third Bristol & Plymouth,4,First
Raynham,-,3,Eighth Plymouth,Third Bristol & Plymouth,4,First
Raynham,-,4,Eighth Plymouth,Third Bristol & Plymouth,4,First
Raynham,-,4A,Eighth Plymouth,Third Bristol & Plymouth,9,First
Reading,-,1,Twentieth Middlesex,Fifth Middlesex,6,Sixth
Reading,-,2,Thirtieth Middlesex,Fifth Middlesex,6,Sixth
Reading,-,3,Thirtieth Middlesex,Fifth Middlesex,6,Sixth
Reading,-,4,Thirtieth Middlesex,Fifth Middlesex,6,Sixth
Reading,-,5,Thirtieth Middlesex,Fifth Middlesex,6,Sixth
Reading,-,6,Thirtieth Middlesex,Fifth Middlesex,6,Sixth
Reading,-,7,Twentieth Middlesex,Fifth Middlesex,6,Sixth
Reading,-,8,Twentieth Middlesex,Fifth Middlesex,6,Sixth
Rehoboth,-,1,Fourth Bristol,Third Bristol & Plymouth,4,First
Rehoboth,-,2,Fourth Bristol,Third Bristol & Plymouth,4,First
Rehoboth,-,3,Fourth Bristol,Third Bristol & Plymouth,4,First
Rehoboth,-,4,Fourth Bristol,Third Bristol & Plymouth,4,First
Revere,1,1,Nineteenth Suffolk,Third Suffolk,5,Sixth
Revere,1,2,Nineteenth Suffolk,Third Suffolk,5,Sixth
Revere,1,3,Sixteenth Suffolk,Third Suffolk,5,Sixth
Revere,2,1,Nineteenth Suffolk,Third Suffolk,5,Sixth
Revere,2,2,Nineteenth Suffolk,Third Suffolk,5,Sixth
Revere,2,3,Sixteenth Suffolk,Third Suffolk,5,Sixth
Revere,2,3A,Nineteenth Suffolk,Third Suffolk,5,Sixth
Revere,3,1,Sixteenth Suffolk,Third Suffolk,5,Sixth
Revere,3,2,Sixteenth Suffolk,Third Suffolk,5,Sixth
Revere,3,3,Sixteenth Suffolk,Third Suffolk,5,Sixth
Revere,4,1,Sixteenth Suffolk,Third Suffolk,5,Sixth
Revere,4,2,Sixteenth Suffolk,Third Suffolk,5,Sixth
Revere,4,3,Sixteenth Suffolk,Third Suffolk,5,Sixth
Revere,5,1,Nineteenth Suffolk,Third Suffolk,5,Sixth
Revere,5,2,Nineteenth Suffolk,Third Suffolk,5,Sixth
Revere,5,3,Nineteenth Suffolk,Third Suffolk,5,Sixth
Revere,6,1,Sixteenth Suffolk,Third Suffolk,5,Sixth
Revere,6,2,Sixteenth Suffolk,Third Suffolk,5,Sixth
Revere,6,3,Sixteenth Suffolk,Third Suffolk,5,Sixth
Richmond,-,1,Third Berkshire,"Berkshire, Hampden, Franklin & Hampshire",1,Eighth
Rochester,-,1,Tenth Bristol,First Bristol and Plymouth,9,First
Rockland,-,1,Fifth Plymouth,Norfolk and Plymouth,9,Fourth
Rockland,-,2,Fifth Plymouth,Norfolk and Plymouth,9,Fourth
Rockland,-,3,Fifth Plymouth,Norfolk and Plymouth,9,Fourth
Rockland,-,4,Fifth Plymouth,Norfolk and Plymouth,9,Fourth
Rockland,-,5,Fifth Plymouth,Norfolk and Plymouth,9,Fourth
Rockland,-,6,Fifth Plymouth,Norfolk and Plymouth,9,Fourth
Rockport,-,1,Fifth Essex,First Essex and Middlesex,6,Fifth
Rockport,-,2,Fifth Essex,First Essex and Middlesex,6,Fifth
Rockport,-,3,Fifth Essex,First Essex and Middlesex,6,Fifth
Rowe,-,1,First Franklin,"Berkshire, Hampden, Franklin & Hampshire",1,Eighth
Rowley,-,1,Second Essex,First Essex and Middlesex,6,Fifth
Royalston,-,1,Second Franklin,"Hampshire, Franklin and Worcester",2,Eighth
Russell,-,1,Third Hampden,Hampden and Hampshire,1,Eighth
Rutland,-,1,First Worcester,Worcester & Hampshire,2,Seventh
Rutland,-,2,First Worcester,Worcester & Hampshire,2,Seventh
Rutland,-,3,First Worcester,Worcester & Hampshire,2,Seventh
Salem,1,1,Seventh Essex,Second Essex,6,Fifth
Salem,1,2,Seventh Essex,Second Essex,6,Fifth
Salem,2,1,Seventh Essex,Second Essex,6,Fifth
Salem,2,2,Seventh Essex,Second Essex,6,Fifth
Salem,3,1,Seventh Essex,Second Essex,6,Fifth
Salem,3,2,Seventh Essex,Second Essex,6,Fifth
Salem,4,1,Seventh Essex,Second Essex,6,Fifth
Salem,4,2,Seventh Essex,Second Essex,6,Fifth
Salem,5,1,Seventh Essex,Second Essex,6,Fifth
Salem,5,2,Seventh Essex,Second Essex,6,Fifth
Salem,6,1,Seventh Essex,Second Essex,6,Fifth
Salem,6,2,Seventh Essex,Second Essex,6,Fifth
Salem,7,1,Seventh Essex,Second Essex,6,Fifth
Salem,7,2,Seventh Essex,Second Essex,6,Fifth
Salisbury,-,1,First Essex,First Essex and Middlesex,6,Fifth
Salisbury,-,2,First Essex,First Essex and Middlesex,6,Fifth
Salisbury,-,3,First Essex,First Essex and Middlesex,6,Fifth
Sandisfield,-,1,Third Berkshire,"Berkshire, Hampden, Franklin & Hampshire",1,Eighth
Sandwich,-,1,Fifth Barnstable,Plymouth and Barnstable,9,First
Sandwich,-,2,Fifth Barnstable,Plymouth and Barnstable,9,First
Sandwich,-,3,Fifth Barnstable,Plymouth and Barnstable,9,First
Sandwich,-,4,Fifth Barnstable,Plymouth and Barnstable,9,First
Sandwich,-,5,Fifth Barnstable,Plymouth and Barnstable,9,First
Sandwich,-,6,Fifth Barnstable,Plymouth and Barnstable,9,First
Saugus,-,1,Ninth Essex,Third Essex,6,Sixth
Saugus,-,10,Sixteenth Suffolk,Third Essex,6,Sixth
Saugus,-,2,Ninth Essex,Third Essex,6,Sixth
Saugus,-,3,Sixteenth Suffolk,Third Essex,6,Sixth
Saugus,-,4,Ninth Essex,Third Essex,6,Sixth
Saugus,-,5,Ninth Essex,Third Essex,6,Sixth
Saugus,-,6,Ninth Essex,Third Essex,6,Sixth
Saugus,-,7,Ninth Essex,Third Essex,6,Sixth
Saugus,-,8,Ninth Essex,Third Essex,6,Sixth
Saugus,-,9,Ninth Essex,Third Essex,6,Sixth
Savoy,-,1,First Berkshire,"Berkshire, Hampden, Franklin & Hampshire",1,Eighth
Scituate,-,1,Fourth Plymouth,First Plymouth & Norfolk,9,Fourth
Scituate,-,2,Fourth Plymouth,First Plymouth & Norfolk,9,Fourth
Scituate,-,3,Fourth Plymouth,First Plymouth & Norfolk,9,Fourth
Scituate,-,4,Fourth Plymouth,First Plymouth & Norfolk,9,Fourth
Scituate,-,5,Fourth Plymouth,First Plymouth & Norfolk,9,Fourth
Scituate,-,6,Fourth Plymouth,First Plymouth & Norfolk,9,Fourth
Seekonk,-,1,Fourth Bristol,Third Bristol & Plymouth,4,First
Seekonk,-,2,Fourth Bristol,Third Bristol & Plymouth,4,First
Seekonk,-,3,Fourth Bristol,Third Bristol & Plymouth,4,First
Seekonk,-,4,Fourth Bristol,Third Bristol & Plymouth,4,First
Sharon,-,1,Eighth Norfolk,Bristol and Norfolk,4,Second
Sharon,-,2,Eighth Norfolk,Bristol and Norfolk,4,Second
Sharon,-,3,Eighth Norfolk,Bristol and Norfolk,4,Second
Sharon,-,4,Eighth Norfolk,Bristol and Norfolk,4,Second
Sharon,-,5,Eighth Norfolk,Bristol and Norfolk,4,Second
Sheffield,-,1,Third Berkshire,"Berkshire, Hampden, Franklin & Hampshire",1,Eighth
Shelburne,-,1,First Franklin,"Berkshire, Hampden, Franklin & Hampshire",2,Eighth
Sherborn,-,1,Eighth Middlesex,"Norfolk, Worcester & Middlesex",4,Second
Shirley,-,1,Thirty-Seventh Middlesex,Worcester and Middlesex,3,Seventh
Shrewsbury,-,1,Eleventh Worcester,Second Worcester,2,Seventh
Shrewsbury,-,10,Eleventh Worcester,Second Worcester,2,Seventh
Shrewsbury,-,2,Eleventh Worcester,Second Worcester,2,Seventh
Shrewsbury,-,3,Eleventh Worcester,Second Worcester,2,Seventh
Shrewsbury,-,4,Eleventh Worcester,Second Worcester,2,Seventh
Shrewsbury,-,5,Eleventh Worcester,Second Worcester,2,Seventh
Shrewsbury,-,6,Eleventh Worcester,Second Worcester,2,Seventh
Shrewsbury,-,7,Eleventh Worcester,Second Worcester,2,Seventh
Shrewsbury,-,8,Eleventh Worcester,Second Worcester,2,Seventh
Shrewsbury,-,9,Eleventh Worcester,Second Worcester,2,Seventh
Shutesbury,-,1,Seventh Hampden,"Hampshire, Franklin and Worcester",2,Eighth
Somerset,-,1,Fifth Bristol,First Bristol and Plymouth,4,First
Somerset,-,2,Fifth Bristol,First Bristol and Plymouth,4,First
Somerset,-,3,Fifth Bristol,First Bristol and Plymouth,4,First
Somerset,-,4,Fifth Bristol,First Bristol and Plymouth,4,First
Somerset,-,5,Fifth Bristol,First Bristol and Plymouth,4,First
Somerville,1,1,Twenty-Sixth Middlesex,Second Middlesex,7,Sixth
Somerville,1,2,Twenty-Sixth Middlesex,Second Middlesex,7,Sixth
Somerville,1,3,Twenty-Sixth Middlesex,Second Middlesex,7,Sixth
Somerville,1,4,Twenty-Sixth Middlesex,Second Middlesex,7,Sixth
Somerville,1,4A,Twenty-Seventh Middlesex,Second Middlesex,7,Sixth
Somerville,2,1,Twenty-Seventh Middlesex,Second Middlesex,7,Sixth
Somerville,2,1A,Twenty-Sixth Middlesex,Second Middlesex,7,Sixth
Somerville,2,2,Twenty-Seventh Middlesex,Second Middlesex,7,Sixth
Somerville,2,3,Twenty-Seventh Middlesex,Second Middlesex,7,Sixth
Somerville,2,4,Twenty-Seventh Middlesex,Second Middlesex,7,Sixth
Somerville,3,1,Twenty-Seventh Middlesex,Second Middlesex,7,Sixth
Somerville,3,2,Twenty-Seventh Middlesex,Second Middlesex,7,Sixth
Somerville,3,3,Twenty-Seventh Middlesex,Second Middlesex,7,Sixth
Somerville,3,4,Twenty-Seventh Middlesex,Second Middlesex,7,Sixth
Somerville,4,1,Thirty-Fourth Middlesex,Second Middlesex,7,Sixth
Somerville,4,2,Thirty-Fourth Middlesex,Second Middlesex,7,Sixth
Somerville,4,2A,Twenty-Seventh Middlesex,Second Middlesex,7,Sixth
Somerville,4,3,Thirty-Fourth Middlesex,Second Middlesex,7,Sixth
Somerville,4,4,Thirty-Fourth Middlesex,Second Middlesex,7,Sixth
Somerville,5,1,Twenty-Seventh Middlesex,Second Middlesex,7,Sixth
Somerville,5,2,Twenty-Seventh Middlesex,Second Middlesex,7,Sixth
Somerville,5,3,Twenty-Seventh Middlesex,Second Middlesex,7,Sixth
Somerville,5,4,Twenty-Seventh Middlesex,Second Middlesex,7,Sixth
Somerville,6,1,Twenty-Seventh Middlesex,Second Middlesex,7,Sixth
Somerville,6,2,Twenty-Seventh Middlesex,Second Middlesex,7,Sixth
Somerville,6,3,Twenty-Seventh Middlesex,Second Middlesex,7,Sixth
Somerville,6,3A,Thirty-Fourth Middlesex,Second Middlesex,7,Sixth
Somerville,6,4,Twenty-Seventh Middlesex,Second Middlesex,7,Sixth
Somerville,7,1,Thirty-Fourth Middlesex,Second Middlesex,7,Sixth
Somerville,7,2,Thirty-Fourth Middlesex,Second Middlesex,7,Sixth
Somerville,7,3,Thirty-Fourth Middlesex,Second Middlesex,7,Sixth
Somerville,7,4,Thirty-Fourth Middlesex,Second Middlesex,7,Sixth
South Hadley,-,A,Second Hampshire,"Hampden, Hampshire & Worcester",1,Eighth
South Hadley,-,B,Second Hampshire,"Hampden, Hampshire & Worcester",1,Eighth
South Hadley,-,C,Second Hampshire,"Hampden, Hampshire & Worcester",1,Eighth
South Hadley,-,D,Second Hampshire,"Hampden, Hampshire & Worcester",1,Eighth
South Hadley,-,E,Second Hampshire,"Hampden, Hampshire & Worcester",1,Eighth
Southampton,-,1,Fourth Hampden,Hampden and Hampshire,1,Eighth
Southampton,-,2,Fourth Hampden,Hampden and Hampshire,1,Eighth
Southborough,-,1,Nineteenth Worcester,Middlesex and Worcester,2,Third
Southborough,-,2,Nineteenth Worcester,Middlesex and Worcester,2,Third
Southborough,-,3,Nineteenth Worcester,Middlesex and Worcester,2,Third
Southbridge,-,1,Sixth Worcester,Worcester & Hampden,1,Seventh
Southbridge,-,2,Sixth Worcester,Worcester & Hampden,1,Seventh
Southbridge,-,3,Sixth Worcester,Worcester & Hampden,1,Seventh
Southbridge,-,4,Sixth Worcester,Worcester & Hampden,1,Seventh
Southbridge,-,5,Sixth Worcester,Worcester & Hampden,1,Seventh
Southwick,-,1,Third Hampden,"Berkshire, Hampden, Franklin & Hampshire",1,Eighth
Southwick,-,2,Third Hampden,"Berkshire, Hampden, Franklin & Hampshire",1,Eighth
Southwick,-,3,Third Hampden,"Berkshire, Hampden, Franklin & Hampshire",1,Eighth
