city_town,Ward,Pct,PVI,PVI_N
Beverly,3,1,D+20,20.115056623968908
Beverly,3,2,D+13,12.877756495326553
Beverly,4,1,D+18,17.778906891230438
Beverly,4,2,D+23,22.721419251368236
Beverly,5,1,D+12,12.247113087347705
Beverly,5,2,D+12,11.59639415778393
Beverly,6,1,D+18,18.09164719920957
Beverly,6,2,D+8,8.102052928879122
Chicopee,2,A,D+16,16.415030780251993
Chicopee,3,A,D+4,4.059976098417495
Chicopee,4,A,D+8,8.320706495290208
Chicopee,6,B,R+6,-6.418876242988647
Chicopee,1,A,D+2,1.5731922135293508
Chicopee,1,B,D+3,3.109232648326443
Chicopee,2,B,D+2,2.2828788881283035
Chicopee,3,B,D+8,7.821754809059501
Chicopee,4,B,D+11,10.650640470082084
Chicopee,5,B,D+5,5.477628934867473
Chicopee,6,A,D+4,3.894339591710949
Chicopee,7,A,D+11,10.555085707375033
Chicopee,7,B,D+12,12.33819300421507
Chicopee,8,A,D+5,5.048460115026754
Chicopee,8,B,D+2,2.4542888946260333
Chicopee,9,A,D+5,4.60929254692698
Chicopee,9,B,D+2,1.5099639244946061
Chicopee,5,A,D+8,7.922588932319208
West Springfield,-,1,D+9,8.975233580766485
West Springfield,-,2,D+8,8.451657315678663
West Springfield,-,3,D+4,3.8098444501815876
West Springfield,-,4,D+4,3.8382072098781084
West Springfield,-,5,R+2,-2.0900473675444786
West Springfield,-,6,R+3,-3.3577888945244325
West Springfield,-,7,R+6,-6.067911498301282
West Springfield,-,8,D+5,4.576990583181373
Avon,-,1,D+6,5.89612212701044
Canton,-,1,D+12,11.646248693621008
Canton,-,2,D+12,11.681850732081855
Canton,-,3,D+13,13.093520909430566
Canton,-,4,D+7,7.0491762957215816
Canton,-,5,D+11,11.466958577883945
Canton,-,6,D+14,13.503918158096129
Stoughton,-,1,D+15,15.391385668819579
Stoughton,-,5,D+11,10.793572364142056
Stoughton,-,7,D+17,16.56861082111526
Stoughton,-,8,D+16,16.43116457422008
Stoughton,-,2,D+14,13.957123134534422
Stoughton,-,3,D+14,13.533587908864808
Stoughton,-,4,D+8,7.743691592121216
Stoughton,-,6,D+14,14.207327568659178
Hanson,-,1,R+5,-4.860066336517521
Hanson,-,2,R+4,-3.5742410157638957
Hanson,-,3,R+6,-6.32635626666429
Pembroke,-,1,D+1,0.541008331741244
Pembroke,-,2,R+1,-0.9624872549444552
Pembroke,-,3,R+1,-0.8647587244215882
Pembroke,-,4,EVEN,0.018437604074283964
Pembroke,-,5,EVEN,-0.0794558597556061
Charlton,-,1,R+4,-4.419203710607189
Charlton,-,2,R+10,-10.29674800276153
Charlton,-,3,R+8,-7.628838244094688
Charlton,-,4,R+5,-5.324443211713437
Dudley,-,1,R+6,-6.098203354360376
Dudley,-,2,R+8,-8.05314636017765
Dudley,-,3,R+8,-7.931935595169887
Southbridge,-,1,D+8,8.470143007019038
Southbridge,-,2,D+9,8.742915684853491
Southbridge,-,3,D+1,1.137138692642925
Southbridge,-,4,D+2,2.003556615774238
Southbridge,-,5,D+15,14.709123211466702
Salem,1,1,D+24,24.112599521329024
Salem,1,2,D+37,36.666545162035504
Salem,2,1,D+30,29.62846108005649
Salem,2,2,D+33,32.84738871026995
Salem,3,1,D+23,23.41604302834278
Salem,3,2,D+16,15.57632279293112
Salem,4,1,D+17,16.54467230128851
Salem,4,2,D+11,10.705120967243275
Salem,5,1,D+25,25.18424418523706
Salem,5,2,D+29,28.537438065896747
Salem,6,1,D+22,22.16348700783358
Salem,6,2,D+23,22.988759444996166
Salem,7,1,D+24,23.86845074433701
Salem,7,2,D+19,19.189185531466514
Ludlow,-,1,R+2,-2.464737654046539
Ludlow,-,2,D+2,2.016516133151236
Ludlow,-,3,R+11,-10.851221359883484
Ludlow,-,4,R+1,-0.8120713466839402
Ludlow,-,5,R+4,-4.4662993406680895
Ludlow,-,6,R+4,-3.759929114852645
Ashland,-,1,D+18,17.5920740921775
Ashland,-,2,D+18,17.75893285747433
Ashland,-,3,D+17,16.701155379639655
Ashland,-,4,D+17,16.838963015160523
Ashland,-,5,D+20,19.712247238673342
Abington,-,1,D+4,3.859804482156004
Abington,-,2,R+1,-0.6018218820145527
Abington,-,3,R+1,-0.6963466359681147
Abington,-,4,D+1,1.0614922844565333
Abington,-,5,D+3,2.7489697456898554
Whitman,-,1,D+1,1.2370759731452519
Whitman,-,2,R+3,-2.9937196024530985
Whitman,-,3,R+4,-3.787837999799865
Whitman,-,4,D+1,0.8587381621246726
Auburn,-,1,D+3,2.771503494677807
Auburn,-,2,D+3,3.278957811790406
Auburn,-,3,D+3,3.269720993391456
Auburn,-,4,D+5,5.098563254355204
Auburn,-,5,D+1,1.4532371855988657
Millbury,-,1,R+2,-1.7457111053739705
Millbury,-,2,R+3,-3.1180696188546575
Millbury,-,3,R+1,-0.9074047683464093
Millbury,-,4,D+2,1.6191058958066717
Westport,-,A,R+3,-2.7320962123481287
Westport,-,B,D+2,2.2050509110386862
Westport,-,C,R+5,-5.16149437981449
Westport,-,D,EVEN,-0.260562590522484
Westport,-,E,D+1,1.2687947876450667
Marblehead,-,1,D+21,20.548855576260515
Marblehead,-,2,D+21,20.660320855013158
Marblehead,-,3,D+18,17.96186200134935
Marblehead,-,4,D+18,17.892297944399782
Marblehead,-,5,D+18,17.983633623970764
Marblehead,-,6,D+19,18.662931449816256
Swampscott,-,1,D+11,11.43854649748829
Swampscott,-,2,D+21,21.089821562794686
Swampscott,-,3,D+19,19.06004989112272
Swampscott,-,4,D+23,23.31872188431675
Swampscott,-,5,D+17,17.37141868709877
Swampscott,-,6,D+21,20.515659810705465
Holliston,-,1,D+16,16.29219542057908
Holliston,-,2,D+20,19.88113758632114
Holliston,-,3,D+20,20.14694426185767
Holliston,-,4,D+17,17.192522687377433
Hopkinton,-,1,D+19,18.713370730953372
Hopkinton,-,2,D+15,14.68301483016572
Hopkinton,-,3,D+14,13.926626345103777
Hopkinton,-,4,D+17,16.53693238879479
Southborough,-,1,D+18,17.737971310602653
Southborough,-,2,D+16,16.00553528664912
Southborough,-,3,D+16,16.42011804035467
Sharon,-,1,D+25,25.401071582970435
Sharon,-,2,D+23,22.8983733325249
Sharon,-,3,D+25,25.09302804492297
Sharon,-,4,D+27,26.87093602241032
Sharon,-,5,D+21,20.67417282094447
Bridgewater,-,1,R+3,-3.3108790052032266
Bridgewater,-,2,R+1,-1.2468448922220432
Bridgewater,-,3,R+5,-5.005582547063591
Bridgewater,-,4,EVEN,-0.4050517647146257
Bridgewater,-,5,D+4,4.134438707360111
Bridgewater,-,6,D+6,5.673077305512775
Bridgewater,-,7,D+2,2.2190466038771284
Raynham,-,1,EVEN,0.19442193232004357
Raynham,-,1A,R+6,-5.8761458879826645
Raynham,-,2,R+4,-4.335352539636917
Raynham,-,2A,R+11,-10.724039278748581
Raynham,-,3,R+4,-4.387448137943334
Raynham,-,4,R+1,-1.0286675311875437
Bellingham,-,1,D+2,1.9071234942753534
Bellingham,-,2,EVEN,0.418963529420191
Bellingham,-,3,D+4,3.7718027213313188
Bellingham,-,4,R+1,-1.1655063272169697
Bellingham,-,4A,D+1,0.9969049283813036
Bellingham,-,5,R+3,-3.3887620550272723
Blackstone,-,1,R+4,-4.301733514337558
Blackstone,-,2,R+3,-3.4602616151052032
Blackstone,-,3,R+7,-7.078613497099889
Millville,-,1,R+8,-7.8913863709278385
Uxbridge,-,1,R+5,-5.1425201635314615
Uxbridge,-,2,D+2,2.116892476555998
Uxbridge,-,3,R+5,-4.5234888831517495
Uxbridge,-,4,R+2,-1.6082454717823658
Dartmouth,-,1,R+7,-6.882461277748137
Dartmouth,-,2,D+2,2.1765762846553516
Dartmouth,-,3,D+36,35.91386336271114
Dartmouth,-,4,D+5,5.023287384812236
Dartmouth,-,5,D+3,3.1970325263156796
Dartmouth,-,6,D+3,2.8447872915948413
Dartmouth,-,7,D+3,2.8397621154624186
Dartmouth,-,8,D+11,11.064378533983966
Dartmouth,-,9,D+9,8.613570331751774
Lincoln,-,1,D+34,33.615991022285606
Lincoln,-,2,D+28,28.234915307283437
Norfolk,-,1,D+5,4.814166850384993
Norfolk,-,2,D+8,7.795680266565396
Norfolk,-,3,D+6,6.3868190151079585
Plainville,-,1,D+3,3.200928640804279
Plainville,-,2,D+3,2.7148072791950417
Plainville,-,3,R+1,-0.6025101426784252
Wrentham,-,1,D+1,0.7393783578467095
Wrentham,-,2,EVEN,0.20689968883401688
Wrentham,-,3,D+5,4.705901797851841
Grafton,-,1,D+8,8.309316408382905
Grafton,-,2,D+10,10.029695152205464
Grafton,-,3,D+11,10.892178582875435
Grafton,-,4,D+7,6.744854932361877
Grafton,-,5,D+11,11.401427859203682
Northbridge,-,1,R+2,-1.7334230739166068
Northbridge,-,2,EVEN,-0.27118027427477376
Northbridge,-,3,R+1,-1.1884090190635965
Northbridge,-,4,R+4,-4.2696727667158205
Upton,-,1,D+8,8.316854066680257
Upton,-,2,D+6,6.044467466054604
Aquinnah,-,1,D+37,37.12499265894682
Chilmark,-,1,D+36,35.58432597744432
Edgartown,-,1,D+19,19.119587734947174
Gosnold,-,1,D+14,13.502515844980644
Nantucket,-,1,D+19,19.405657044402425
Oak Bluffs,-,1,D+24,23.73039982011884
Tisbury,-,1,D+29,28.620730553256692
West Tisbury,-,1,D+33,32.65559852979909
