city_town,Ward,Pct,State Rep,State Senate,US House,Gov Council,Biden_20,Trump_20,Clinton_16,Trump_16,County
Needham,-,A,13th Norfolk,"Norfolk, Bristol and Middlesex",4th Congressional,2nd District,1309,440,1086,443,Norfolk
Needham,-,B,13th Norfolk,"Norfolk, Bristol and Middlesex",4th Congressional,2nd District,1524,449,1224,462,Norfolk
Needham,-,C,13th Norfolk,"Norfolk, Bristol and Middlesex",4th Congressional,2nd District,1491,383,1281,369,Norfolk
Needham,-,D,13th Norfolk,Norfolk and Suffolk,4th Congressional,2nd District,1542,409,1268,415,Norfolk
Needham,-,E,13th Norfolk,Norfolk and Suffolk,4th Congressional,2nd District,1609,432,1277,420,Norfolk
Needham,-,F,13th Norfolk,Norfolk and Suffolk,4th Congressional,2nd District,1528,379,1312,376,Norfolk
Needham,-,G,13th Norfolk,Norfolk and Suffolk,4th Congressional,2nd District,1521,370,1336,369,Norfolk
Needham,-,H,13th Norfolk,Norfolk and Suffolk,4th Congressional,2nd District,1638,465,1285,445,Norfolk
Needham,-,I,13th Norfolk,"Norfolk, Bristol and Middlesex",4th Congressional,2nd District,1693,314,1396,312,Norfolk
Needham,-,J,13th Norfolk,"Norfolk, Bristol and Middlesex",4th Congressional,2nd District,1718,437,1332,408,Norfolk
Quincy,3,3,13th Suffolk,Norfolk and Plymouth,8th Congressional,4th District,756,293,642,257,Norfolk
Quincy,3,4,1st Norfolk,Norfolk and Plymouth,8th Congressional,4th District,973,564,905,613,Norfolk
Quincy,3,5,1st Norfolk,Norfolk and Plymouth,8th Congressional,4th District,558,119,658,227,Norfolk
Quincy,4,1,1st Norfolk,Norfolk and Plymouth,8th Congressional,4th District,1276,515,954,433,Norfolk
Quincy,4,3,1st Norfolk,Norfolk and Plymouth,8th Congressional,4th District,1266,773,909,632,Norfolk
Quincy,5,2,1st Norfolk,Norfolk and Plymouth,8th Congressional,4th District,995,358,868,337,Norfolk
Quincy,6,1,1st Norfolk,Norfolk and Plymouth,8th Congressional,4th District,922,430,817,373,Norfolk
Quincy,6,2,1st Norfolk,Norfolk and Plymouth,8th Congressional,4th District,741,317,624,259,Norfolk
Quincy,6,3,1st Norfolk,Norfolk and Plymouth,8th Congressional,4th District,1327,674,1013,561,Norfolk
Quincy,6,4,1st Norfolk,Norfolk and Plymouth,8th Congressional,4th District,896,360,827,330,Norfolk
Quincy,6,5,1st Norfolk,Norfolk and Plymouth,8th Congressional,4th District,1207,870,1020,825,Norfolk
Quincy,1,1,2nd Norfolk,Norfolk and Plymouth,8th Congressional,4th District,999,466,883,439,Norfolk
Quincy,1,2,2nd Norfolk,Norfolk and Plymouth,8th Congressional,4th District,807,405,743,335,Norfolk
Quincy,1,3,2nd Norfolk,Norfolk and Plymouth,8th Congressional,4th District,1119,446,912,396,Norfolk
Quincy,1,4,2nd Norfolk,Norfolk and Plymouth,8th Congressional,4th District,1091,799,907,745,Norfolk
Quincy,1,5,2nd Norfolk,Norfolk and Plymouth,8th Congressional,4th District,1114,833,978,772,Norfolk
Quincy,3,1,2nd Norfolk,Norfolk and Plymouth,8th Congressional,4th District,1338,532,977,493,Norfolk
Quincy,3,2,2nd Norfolk,Norfolk and Plymouth,8th Congressional,4th District,1056,371,910,375,Norfolk
Quincy,4,2,2nd Norfolk,Norfolk and Plymouth,8th Congressional,4th District,1138,613,980,587,Norfolk
Quincy,4,4,2nd Norfolk,Norfolk and Plymouth,8th Congressional,4th District,926,329,807,271,Norfolk
Quincy,5,1,2nd Norfolk,Norfolk and Plymouth,8th Congressional,4th District,1245,394,855,333,Norfolk
Quincy,5,3,2nd Norfolk,Norfolk and Plymouth,8th Congressional,4th District,1168,462,920,441,Norfolk
Quincy,5,4,2nd Norfolk,Norfolk and Plymouth,8th Congressional,4th District,855,426,758,401,Norfolk
Quincy,5,5,2nd Norfolk,Norfolk and Plymouth,8th Congressional,4th District,1009,481,900,482,Norfolk
Quincy,2,1,3rd Norfolk,Norfolk and Plymouth,8th Congressional,4th District,1025,525,872,496,Norfolk
Quincy,2,2,3rd Norfolk,Norfolk and Plymouth,8th Congressional,4th District,1016,365,812,362,Norfolk
Quincy,2,3,3rd Norfolk,Norfolk and Plymouth,8th Congressional,4th District,484,189,398,173,Norfolk
Quincy,2,3A,3rd Norfolk,Norfolk and Plymouth,8th Congressional,4th District,159,83,146,135,Norfolk
Quincy,2,4,3rd Norfolk,Norfolk and Plymouth,8th Congressional,4th District,880,388,778,351,Norfolk
Quincy,2,5,3rd Norfolk,Norfolk and Plymouth,8th Congressional,4th District,1089,496,886,483,Norfolk
Quincy,4,5,3rd Norfolk,Norfolk and Plymouth,8th Congressional,4th District,1011,464,818,404,Norfolk
Worcester,1,1,13th Worcester,1st Worcester,2nd Congressional,7th District,1523,744,1300,688,Worcester
Worcester,1,2,13th Worcester,1st Worcester,2nd Congressional,7th District,1533,836,1260,735,Worcester
Worcester,1,3,13th Worcester,1st Worcester,2nd Congressional,7th District,853,408,724,416,Worcester
Worcester,1,4,13th Worcester,1st Worcester,2nd Congressional,7th District,1702,569,1352,558,Worcester
Worcester,3,2,13th Worcester,1st Worcester,2nd Congressional,7th District,369,83,397,103,Worcester
Worcester,9,1,13th Worcester,1st Worcester,2nd Congressional,7th District,1281,427,1038,365,Worcester
Worcester,9,2,13th Worcester,1st Worcester,2nd Congressional,7th District,1512,490,1259,466,Worcester
Worcester,9,3,13th Worcester,1st Worcester,2nd Congressional,7th District,1008,476,808,407,Worcester
Worcester,9,4,13th Worcester,1st Worcester,2nd Congressional,7th District,1393,633,1155,603,Worcester
Worcester,9,5,13th Worcester,1st Worcester,2nd Congressional,7th District,1413,654,1149,600,Worcester
Worcester,10,1,13th Worcester,1st Worcester,2nd Congressional,7th District,675,244,651,180,Worcester
Worcester,1,5,14th Worcester,1st Worcester,2nd Congressional,7th District,1310,709,1054,643,Worcester
Worcester,2,1,14th Worcester,1st Worcester,2nd Congressional,7th District,1413,663,1124,549,Worcester
Worcester,2,2,14th Worcester,1st Worcester,2nd Congressional,7th District,1398,613,1138,589,Worcester
Worcester,2,3,14th Worcester,1st Worcester,2nd Congressional,7th District,1297,590,1043,542,Worcester
Worcester,2,4,14th Worcester,1st Worcester,2nd Congressional,7th District,1202,366,1126,269,Worcester
Worcester,2,5,14th Worcester,1st Worcester,2nd Congressional,7th District,580,218,734,95,Worcester
Worcester,3,1,14th Worcester,1st Worcester,2nd Congressional,7th District,1077,401,902,345,Worcester
Worcester,3,3,14th Worcester,1st Worcester,2nd Congressional,7th District,929,380,826,337,Worcester
Worcester,3,5,14th Worcester,1st Worcester,2nd Congressional,7th District,1099,389,894,363,Worcester
Worcester,3,4,15th Worcester,1st Worcester,2nd Congressional,7th District,720,258,730,182,Worcester
Worcester,4,1,15th Worcester,1st Worcester,2nd Congressional,7th District,703,250,687,161,Worcester
Worcester,4,2,15th Worcester,1st Worcester,2nd Congressional,7th District,872,404,726,377,Worcester
Worcester,4,3,15th Worcester,1st Worcester,2nd Congressional,7th District,912,255,716,123,Worcester
Worcester,4,4,15th Worcester,1st Worcester,2nd Congressional,7th District,886,470,721,429,Worcester
Worcester,4,5,15th Worcester,1st Worcester,2nd Congressional,7th District,1144,492,930,446,Worcester
Worcester,5,3,15th Worcester,2nd Worcester,2nd Congressional,7th District,1268,798,1066,717,Worcester
Worcester,10,2,15th Worcester,1st Worcester,2nd Congressional,7th District,777,175,676,124,Worcester
Worcester,10,3,15th Worcester,1st Worcester,2nd Congressional,7th District,645,194,777,89,Worcester
Worcester,10,4,15th Worcester,1st Worcester,2nd Congressional,7th District,525,214,612,101,Worcester
Worcester,10,5,15th Worcester,1st Worcester,2nd Congressional,7th District,635,245,693,113,Worcester
Worcester,5,1,16th Worcester,2nd Worcester,2nd Congressional,7th District,877,312,750,239,Worcester
Worcester,5,2,16th Worcester,2nd Worcester,2nd Congressional,7th District,1103,577,951,517,Worcester
Worcester,5,4,16th Worcester,2nd Worcester,2nd Congressional,7th District,1162,591,963,541,Worcester
Worcester,5,5,16th Worcester,2nd Worcester,2nd Congressional,7th District,1050,660,913,609,Worcester
Worcester,6,1,16th Worcester,2nd Worcester,2nd Congressional,7th District,625,188,628,120,Worcester
Worcester,6,2,16th Worcester,2nd Worcester,2nd Congressional,7th District,816,331,825,229,Worcester
Worcester,6,3,16th Worcester,2nd Worcester,2nd Congressional,7th District,831,335,773,285,Worcester
Worcester,6,4,16th Worcester,2nd Worcester,2nd Congressional,7th District,375,182,366,165,Worcester
Worcester,6,5,16th Worcester,2nd Worcester,2nd Congressional,7th District,992,544,874,450,Worcester
Worcester,8,1,16th Worcester,2nd Worcester,2nd Congressional,7th District,571,255,571,156,Worcester
Worcester,8,5,16th Worcester,2nd Worcester,2nd Congressional,7th District,688,308,603,226,Worcester
Worcester,7,1,17th Worcester,2nd Worcester,2nd Congressional,7th District,1160,482,1055,387,Worcester
Worcester,7,2,17th Worcester,2nd Worcester,2nd Congressional,7th District,782,376,752,272,Worcester
Worcester,7,3,17th Worcester,2nd Worcester,2nd Congressional,7th District,1118,529,1011,457,Worcester
Worcester,7,4,17th Worcester,2nd Worcester,2nd Congressional,7th District,996,553,893,460,Worcester
Worcester,7,5,17th Worcester,2nd Worcester,2nd Congressional,7th District,1038,650,890,557,Worcester
Worcester,8,2,17th Worcester,1st Worcester,2nd Congressional,7th District,553,240,627,115,Worcester
Worcester,8,3,17th Worcester,1st Worcester,2nd Congressional,7th District,478,107,575,63,Worcester
Worcester,8,4,17th Worcester,1st Worcester,2nd Congressional,7th District,715,301,796,169,Worcester
Attleboro,3,B,14th Bristol,Bristol and Norfolk,4th Congressional,2nd District,1242,758,949,694,Bristol
Attleboro,1,A,2nd Bristol,"Norfolk, Bristol and Middlesex",4th Congressional,2nd District,1006,800,761,761,Bristol
Attleboro,1,B,2nd Bristol,"Norfolk, Bristol and Middlesex",4th Congressional,2nd District,1071,806,779,758,Bristol
Attleboro,2,A,2nd Bristol,"Norfolk, Bristol and Middlesex",4th Congressional,2nd District,1157,813,894,774,Bristol
Attleboro,2,B,2nd Bristol,"Norfolk, Bristol and Middlesex",4th Congressional,2nd District,1268,942,949,861,Bristol
Attleboro,3,A,2nd Bristol,"Norfolk, Bristol and Middlesex",4th Congressional,2nd District,1276,753,933,650,Bristol
Attleboro,4,A,2nd Bristol,Bristol and Norfolk,4th Congressional,2nd District,1038,530,815,485,Bristol
Attleboro,4,B,2nd Bristol,Bristol and Norfolk,4th Congressional,2nd District,1452,1113,1072,1021,Bristol
Attleboro,5,A,2nd Bristol,Bristol and Norfolk,4th Congressional,2nd District,801,382,689,349,Bristol
Attleboro,5,B,2nd Bristol,Bristol and Norfolk,4th Congressional,2nd District,1144,749,912,682,Bristol
Attleboro,6,A,2nd Bristol,Bristol and Norfolk,4th Congressional,2nd District,1036,795,818,762,Bristol
Attleboro,6,B,2nd Bristol,Bristol and Norfolk,4th Congressional,2nd District,1170,831,947,774,Bristol
Mansfield,-,1,14th Bristol,Bristol and Norfolk,4th Congressional,2nd District,1429,996,1142,952,Bristol
Mansfield,-,5,14th Bristol,Bristol and Norfolk,4th Congressional,2nd District,1439,728,1056,702,Bristol
Mansfield,-,2,1st Bristol,Bristol and Norfolk,4th Congressional,2nd District,1538,941,1142,903,Bristol
Mansfield,-,3,1st Bristol,Bristol and Norfolk,4th Congressional,2nd District,1557,951,1239,961,Bristol
Mansfield,-,6,1st Bristol,Bristol and Norfolk,4th Congressional,2nd District,1547,688,1132,707,Bristol
Mansfield,-,4,8th Norfolk,Bristol and Norfolk,4th Congressional,2nd District,1514,845,1168,848,Bristol
N. Attleborough,-,1,14th Bristol,"Norfolk, Bristol and Middlesex",4th Congressional,2nd District,958,600,668,596,Bristol
N. Attleborough,-,2,14th Bristol,"Norfolk, Bristol and Middlesex",4th Congressional,2nd District,1113,797,767,768,Bristol
N. Attleborough,-,3,14th Bristol,"Norfolk, Bristol and Middlesex",4th Congressional,2nd District,1070,874,753,846,Bristol
N. Attleborough,-,4,14th Bristol,"Norfolk, Bristol and Middlesex",4th Congressional,2nd District,978,602,694,541,Bristol
N. Attleborough,-,5,14th Bristol,"Norfolk, Bristol and Middlesex",4th Congressional,2nd District,1003,760,705,689,Bristol
N. Attleborough,-,6,14th Bristol,"Norfolk, Bristol and Middlesex",4th Congressional,2nd District,1232,800,882,814,Bristol
N. Attleborough,-,7,14th Bristol,"Norfolk, Bristol and Middlesex",4th Congressional,2nd District,1188,900,914,872,Bristol
N. Attleborough,-,8,14th Bristol,"Norfolk, Bristol and Middlesex",4th Congressional,2nd District,1126,851,881,802,Bristol
N. Attleborough,-,9,14th Bristol,"Norfolk, Bristol and Middlesex",4th Congressional,2nd District,1056,866,795,788,Bristol
Haverhill,7,2,14th Essex,1st Essex,3rd Congressional,5th District,906,608,744,578,Essex
Haverhill,2,1,15th Essex,1st Essex,3rd Congressional,5th District,834,479,648,485,Essex
Haverhill,2,2,15th Essex,1st Essex,3rd Congressional,5th District,877,662,664,636,Essex
Haverhill,5,2,15th Essex,1st Essex,3rd Congressional,5th District,994,823,777,819,Essex
Haverhill,7,1,15th Essex,1st Essex,3rd Congressional,5th District,1116,628,804,616,Essex
Haverhill,4,3,2nd Essex,1st Essex,3rd Congressional,5th District,1016,728,756,734,Essex
Haverhill,7,3,2nd Essex,1st Essex,3rd Congressional,5th District,1099,834,803,817,Essex
Haverhill,1,1,3rd Essex,1st Essex,3rd Congressional,5th District,619,343,618,270,Essex
Haverhill,1,2,3rd Essex,1st Essex,3rd Congressional,5th District,1043,446,867,411,Essex
Haverhill,1,3,3rd Essex,1st Essex,3rd Congressional,5th District,828,472,670,456,Essex
Haverhill,2,3,3rd Essex,1st Essex,3rd Congressional,5th District,611,291,593,276,Essex
Haverhill,3,1,3rd Essex,1st Essex,3rd Congressional,5th District,626,225,596,135,Essex
Haverhill,3,2,3rd Essex,1st Essex,3rd Congressional,5th District,795,354,644,323,Essex
Haverhill,3,3,3rd Essex,1st Essex,3rd Congressional,5th District,798,411,653,397,Essex
Haverhill,4,1,3rd Essex,1st Essex,3rd Congressional,5th District,956,696,749,731,Essex
Haverhill,4,2,3rd Essex,1st Essex,3rd Congressional,5th District,1016,877,793,886,Essex
Haverhill,5,1,3rd Essex,1st Essex,3rd Congressional,5th District,1009,676,867,578,Essex
Haverhill,5,3,3rd Essex,1st Essex,3rd Congressional,5th District,987,1024,812,933,Essex
Haverhill,6,1,3rd Essex,1st Essex,3rd Congressional,5th District,908,633,736,630,Essex
Haverhill,6,2,3rd Essex,1st Essex,3rd Congressional,5th District,915,646,772,633,Essex
Haverhill,6,3,3rd Essex,1st Essex,3rd Congressional,5th District,1067,715,841,706,Essex
Lawrence,A,1,14th Essex,2nd Essex and Middlesex,3rd Congressional,5th District,746,261,869,166,Essex
Lawrence,A,3,14th Essex,2nd Essex and Middlesex,3rd Congressional,5th District,667,297,730,208,Essex
Lawrence,F,1,14th Essex,2nd Essex and Middlesex,3rd Congressional,5th District,939,390,879,365,Essex
Lawrence,A,2,16th Essex,2nd Essex and Middlesex,3rd Congressional,5th District,571,163,729,71,Essex
Lawrence,A,4,16th Essex,2nd Essex and Middlesex,3rd Congressional,5th District,804,253,864,122,Essex
Lawrence,B,1,16th Essex,2nd Essex and Middlesex,3rd Congressional,5th District,748,176,962,119,Essex
Lawrence,B,2,16th Essex,2nd Essex and Middlesex,3rd Congressional,5th District,543,126,788,51,Essex
Lawrence,B,3,16th Essex,2nd Essex and Middlesex,3rd Congressional,5th District,647,177,877,100,Essex
Lawrence,B,4,16th Essex,2nd Essex and Middlesex,3rd Congressional,5th District,683,195,1131,57,Essex
Lawrence,C,4,16th Essex,2nd Essex and Middlesex,3rd Congressional,5th District,689,187,858,80,Essex
Lawrence,E,2,16th Essex,2nd Essex and Middlesex,3rd Congressional,5th District,958,479,916,436,Essex
Lawrence,E,3,16th Essex,2nd Essex and Middlesex,3rd Congressional,5th District,629,287,759,184,Essex
Lawrence,E,4,16th Essex,2nd Essex and Middlesex,3rd Congressional,5th District,742,275,841,156,Essex
Lawrence,F,2,16th Essex,2nd Essex and Middlesex,3rd Congressional,5th District,651,144,748,65,Essex
Lawrence,F,3,16th Essex,2nd Essex and Middlesex,3rd Congressional,5th District,825,232,781,91,Essex
Lawrence,F,4,16th Essex,2nd Essex and Middlesex,3rd Congressional,5th District,725,240,822,147,Essex
Lawrence,C,1,17th Essex,2nd Essex and Middlesex,3rd Congressional,5th District,586,183,743,78,Essex
Lawrence,C,2,17th Essex,2nd Essex and Middlesex,3rd Congressional,5th District,863,307,915,205,Essex
Lawrence,C,3,17th Essex,2nd Essex and Middlesex,3rd Congressional,5th District,603,158,748,37,Essex
Lawrence,D,1,17th Essex,2nd Essex and Middlesex,3rd Congressional,5th District,755,258,859,164,Essex
Lawrence,D,2,17th Essex,2nd Essex and Middlesex,3rd Congressional,5th District,593,161,764,51,Essex
Lawrence,D,3,17th Essex,2nd Essex and Middlesex,3rd Congressional,5th District,492,151,642,60,Essex
Lawrence,D,4,17th Essex,2nd Essex and Middlesex,3rd Congressional,5th District,627,180,690,51,Essex
Lawrence,E,1,17th Essex,2nd Essex and Middlesex,3rd Congressional,5th District,937,523,937,471,Essex
Methuen,-,3,14th Essex,1st Essex,3rd Congressional,5th District,1178,875,937,773,Essex
Methuen,-,7,14th Essex,1st Essex,3rd Congressional,5th District,1292,1058,1004,996,Essex
Methuen,-,10,14th Essex,1st Essex,3rd Congressional,5th District,1270,790,1066,741,Essex
Methuen,-,1,15th Essex,1st Essex,3rd Congressional,5th District,1132,834,994,821,Essex
Methuen,-,4,15th Essex,1st Essex,3rd Congressional,5th District,1166,762,961,778,Essex
Methuen,-,5,15th Essex,1st Essex,3rd Congressional,5th District,1104,700,977,600,Essex
Methuen,-,6,15th Essex,1st Essex,3rd Congressional,5th District,1196,780,1041,670,Essex
Methuen,-,8,15th Essex,1st Essex,3rd Congressional,5th District,1263,1372,1001,1336,Essex
Methuen,-,9,15th Essex,1st Essex,3rd Congressional,5th District,1192,1195,884,1086,Essex
Methuen,-,11,15th Essex,1st Essex,3rd Congressional,5th District,1339,1230,991,1241,Essex
Methuen,-,12,15th Essex,1st Essex,3rd Congressional,5th District,1310,1198,871,1001,Essex
Methuen,-,2,17th Essex,1st Essex,3rd Congressional,5th District,886,333,935,192,Essex
N. Andover,-,1,14th Essex,1st Essex,6th Congressional,5th District,1248,759,1017,717,Essex
N. Andover,-,2,14th Essex,1st Essex,6th Congressional,5th District,1373,838,1098,823,Essex
N. Andover,-,3,14th Essex,1st Essex,6th Congressional,5th District,1331,766,1095,770,Essex
N. Andover,-,4,14th Essex,1st Essex,6th Congressional,5th District,1691,915,1242,859,Essex
N. Andover,-,5,14th Essex,1st Essex and Middlesex,6th Congressional,5th District,988,537,818,540,Essex
N. Andover,-,6,18th Essex,1st Essex and Middlesex,6th Congressional,5th District,1459,942,1039,1005,Essex
N. Andover,-,7,18th Essex,1st Essex and Middlesex,6th Congressional,5th District,1516,817,1215,769,Essex
N. Andover,-,8,18th Essex,1st Essex and Middlesex,6th Congressional,5th District,1416,974,975,908,Essex
Acton,-,1,14th Middlesex,Middlesex and Worcester,3rd Congressional,3rd District,1761,447,1459,438,Middlesex
Acton,-,2,14th Middlesex,Middlesex and Worcester,3rd Congressional,3rd District,1912,441,1550,480,Middlesex
Acton,-,6,14th Middlesex,Middlesex and Worcester,3rd Congressional,3rd District,1650,383,1354,401,Middlesex
